emotion,
disgusted,
disgusted,
angry,
angry,
fearful,
disgusted,
disgusted,
sad,
neutral,
fearful,
disgusted,
disgusted,
angry,
angry,
neutral,
disgusted,
surprised,
disgusted,
disgusted,
disgusted,
fearful,
angry,
disgusted,
disgusted,
angry,
neutral,
fearful,
disgusted,
disgusted,
disgusted,
disgusted,
neutral,
disgusted,
disgusted,
fearful,
fearful,
neutral,
fearful,
surprised,
neutral,
neutral,
fearful,
neutral,
fearful,
fearful,
angry,
angry,
angry,
fearful,
neutral,
angry,
neutral,
disgusted,
angry,
angry,
disgusted,
disgusted,
neutral,
neutral,
angry,
surprised,
neutral,
surprised,
fearful,
disgusted,
angry,
neutral,
angry,
disgusted,
surprised,
surprised,
disgusted,
fearful,
angry,
neutral,
surprised,
fearful,
angry,
angry,
fearful,
disgusted,
disgusted,
fearful,
angry,
disgusted,
disgusted,
surprised,
fearful,
disgusted,
surprised,
surprised,
angry,
neutral,
disgusted,
angry,
surprised,
disgusted,
disgusted,
neutral,
disgusted,
disgusted,
angry,
fearful,
fearful,
angry,
angry,
surprised,
fearful,
fearful,
angry,
fearful,
fearful,
disgusted,
fearful,
surprised,
fearful,
neutral,
surprised,
angry,
neutral,
disgusted,
angry,
fearful,
angry,
disgusted,
disgusted,
angry,
fearful,
disgusted,
angry,
disgusted,
disgusted,
fearful,
disgusted,
angry,
angry,
surprised,
disgusted,
angry,
fearful,
angry,
fearful,
angry,
disgusted,
fearful,
fearful,
disgusted,
angry,
disgusted,
disgusted,
surprised,
angry,
angry,
surprised,
angry,
angry,
angry,
angry,
disgusted,
disgusted,
disgusted,
fearful,
angry,
disgusted,
neutral,
disgusted,
disgusted,
surprised,
disgusted,
surprised,
disgusted,
neutral,
angry,
angry,
disgusted,
neutral,
angry,
neutral,
neutral,
fearful,
disgusted,
angry,
fearful,
fearful,
surprised,
angry,
fearful,
disgusted,
angry,
angry,
angry,
disgusted,
surprised,
angry,
disgusted,
sad,
disgusted,
angry,
disgusted,
angry,
angry,
disgusted,
angry,
neutral,
disgusted,
angry,
angry,
angry,
surprised,
angry,
angry,
angry,
angry,
fearful,
surprised,
neutral,
disgusted,
disgusted,
fearful,
disgusted,
angry,
angry,
angry,
disgusted,
angry,
neutral,
surprised,
sad,
angry,
disgusted,
angry,
disgusted,
angry,
angry,
neutral,
surprised,
fearful,
neutral,
fearful,
angry,
angry,
fearful,
angry,
angry,
angry,
neutral,
disgusted,
sad,
disgusted,
fearful,
angry,
angry,
fearful,
fearful,
disgusted,
disgusted,
surprised,
angry,
surprised,
fearful,
angry,
angry,
angry,
angry,
neutral,
disgusted,
neutral,
angry,
fearful,
fearful,
angry,
neutral,
angry,
angry,
neutral,
disgusted,
angry,
angry,
disgusted,
disgusted,
disgusted,
disgusted,
surprised,
angry,
angry,
fearful,
angry,
sad,
fearful,
angry,
disgusted,
neutral,
fearful,
fearful,
neutral,
disgusted,
disgusted,
disgusted,
neutral,
angry,
neutral,
surprised,
fearful,
disgusted,
neutral,
angry,
angry,
fearful,
fearful,
disgusted,
fearful,
angry,
neutral,
neutral,
neutral,
angry,
surprised,
angry,
fearful,
neutral,
fearful,
surprised,
neutral,
disgusted,
fearful,
angry,
fearful,
angry,
sad,
fearful,
fearful,
neutral,
angry,
angry,
fearful,
fearful,
angry,
neutral,
angry,
fearful,
fearful,
angry,
disgusted,
disgusted,
angry,
angry,
angry,
disgusted,
disgusted,
neutral,
neutral,
fearful,
disgusted,
fearful,
disgusted,
surprised,
disgusted,
angry,
disgusted,
neutral,
angry,
disgusted,
neutral,
angry,
angry,
angry,
fearful,
angry,
fearful,
neutral,
surprised,
fearful,
fearful,
disgusted,
neutral,
neutral,
surprised,
fearful,
angry,
angry,
disgusted,
disgusted,
surprised,
disgusted,
disgusted,
fearful,
angry,
disgusted,
angry,
fearful,
angry,
surprised,
disgusted,
disgusted,
neutral,
surprised,
fearful,
surprised,
neutral,
neutral,
disgusted,
disgusted,
angry,
fearful,
disgusted,
neutral,
fearful,
neutral,
fearful,
neutral,
fearful,
angry,
disgusted,
surprised,
surprised,
angry,
fearful,
fearful,
disgusted,
angry,
surprised,
angry,
neutral,
disgusted,
disgusted,
disgusted,
disgusted,
angry,
surprised,
angry,
neutral,
angry,
angry,
disgusted,
sad,
fearful,
neutral,
fearful,
disgusted,
disgusted,
angry,
disgusted,
angry,
angry,
disgusted,
angry,
disgusted,
fearful,
disgusted,
neutral,
neutral,
angry,
neutral,
angry,
neutral,
fearful,
neutral,
angry,
disgusted,
disgusted,
angry,
angry,
angry,
disgusted,
angry,
angry,
disgusted,
fearful,
surprised,
angry,
sad,
angry,
disgusted,
disgusted,
angry,
angry,
angry,
angry,
disgusted,
angry,
surprised,
angry,
fearful,
fearful,
angry,
angry,
fearful,
angry,
disgusted,
neutral,
surprised,
fearful,
disgusted,
neutral,
disgusted,
disgusted,
disgusted,
angry,
angry,
angry,
neutral,
disgusted,
surprised,
disgusted,
fearful,
fearful,
angry,
neutral,
angry,
disgusted,
disgusted,
neutral,
neutral,
disgusted,
surprised,
disgusted,
disgusted,
disgusted,
fearful,
disgusted,
fearful,
disgusted,
fearful,
angry,
angry,
disgusted,
angry,
angry,
angry,
surprised,
fearful,
angry,
disgusted,
neutral,
neutral,
disgusted,
angry,
angry,
neutral,
neutral,
fearful,
angry,
angry,
angry,
fearful,
angry,
disgusted,
disgusted,
surprised,
fearful,
disgusted,
neutral,
disgusted,
sad,
angry,
angry,
disgusted,
angry,
disgusted,
neutral,
disgusted,
angry,
disgusted,
disgusted,
fearful,
fearful,
angry,
fearful,
neutral,
surprised,
neutral,
surprised,
angry,
disgusted,
angry,
angry,
neutral,
angry,
angry,
surprised,
fearful,
angry,
fearful,
angry,
fearful,
neutral,
angry,
surprised,
angry,
disgusted,
angry,
disgusted,
surprised,
fearful,
disgusted,
angry,
angry,
fearful,
angry,
neutral,
angry,
surprised,
disgusted,
disgusted,
fearful,
neutral,
neutral,
neutral,
surprised,
neutral,
sad,
neutral,
fearful,
neutral,
disgusted,
angry,
angry,
neutral,
angry,
disgusted,
disgusted,
neutral,
fearful,
disgusted,
fearful,
neutral,
neutral,
angry,
surprised,
disgusted,
angry,
angry,
angry,
surprised,
angry,
angry,
angry,
angry,
neutral,
neutral,
neutral,
disgusted,
angry,
surprised,
neutral,
disgusted,
surprised,
neutral,
surprised,
disgusted,
neutral,
surprised,
angry,
angry,
surprised,
disgusted,
angry,
neutral,
angry,
angry,
angry,
angry,
angry,
disgusted,
disgusted,
angry,
surprised,
neutral,
fearful,
angry,
disgusted,
surprised,
disgusted,
angry,
surprised,
disgusted,
angry,
fearful,
fearful,
fearful,
neutral,
disgusted,
angry,
surprised,
neutral,
fearful,
fearful,
disgusted,
disgusted,
disgusted,
angry,
sad,
disgusted,
fearful,
neutral,
fearful,
disgusted,
sad,
disgusted,
neutral,
disgusted,
disgusted,
disgusted,
disgusted,
angry,
surprised,
sad,
disgusted,
angry,
angry,
neutral,
angry,
neutral,
disgusted,
disgusted,
angry,
neutral,
surprised,
angry,
disgusted,
disgusted,
disgusted,
disgusted,
angry,
disgusted,
disgusted,
disgusted,
surprised,
neutral,
fearful,
angry,
disgusted,
disgusted,
surprised,
surprised,
disgusted,
angry,
disgusted,
surprised,
angry,
angry,
fearful,
angry,
angry,
fearful,
sad,
angry,
angry,
angry,
surprised,
neutral,
angry,
neutral,
neutral,
disgusted,
fearful,
neutral,
neutral,
disgusted,
disgusted,
angry,
surprised,
disgusted,
neutral,
neutral,
disgusted,
angry,
fearful,
angry,
angry,
surprised,
neutral,
angry,
disgusted,
angry,
fearful,
angry,
neutral,
fearful,
angry,
angry,
angry,
disgusted,
disgusted,
disgusted,
fearful,
surprised,
fearful,
neutral,
surprised,
neutral,
angry,
disgusted,
fearful,
angry,
fearful,
disgusted,
neutral,
neutral,
disgusted,
disgusted,
fearful,
angry,
fearful,
angry,
angry,
angry,
neutral,
disgusted,
angry,
disgusted,
disgusted,
fearful,
surprised,
angry,
neutral,
disgusted,
disgusted,
angry,
angry,
angry,
angry,
surprised,
fearful,
angry,
angry,
angry,
disgusted,
sad,
sad,
fearful,
neutral,
disgusted,
disgusted,
disgusted,
angry,
angry,
angry,
surprised,
angry,
fearful,
fearful,
angry,
angry,
angry,
angry,
surprised,
disgusted,
angry,
disgusted,
sad,
angry,
angry,
fearful,
neutral,
neutral,
angry,
angry,
disgusted,
disgusted,
angry,
disgusted,
fearful,
fearful,
neutral,
neutral,
fearful,
angry,
angry,
surprised,
angry,
fearful,
fearful,
neutral,
angry,
angry,
disgusted,
neutral,
angry,
angry,
fearful,
disgusted,
disgusted,
fearful,
fearful,
surprised,
angry,
neutral,
angry,
disgusted,
disgusted,
angry,
surprised,
angry,
angry,
surprised,
surprised,
disgusted,
neutral,
angry,
disgusted,
disgusted,
neutral,
disgusted,
angry,
fearful,
fearful,
neutral,
angry,
neutral,
angry,
neutral,
surprised,
surprised,
disgusted,
angry,
angry,
angry,
disgusted,
disgusted,
disgusted,
angry,
disgusted,
neutral,
disgusted,
fearful,
disgusted,
angry,
disgusted,
angry,
angry,
disgusted,
angry,
angry,
angry,
angry,
angry,
neutral,
angry,
fearful,
sad,
disgusted,
angry,
fearful,
angry,
neutral,
angry,
disgusted,
neutral,
angry,
neutral,
angry,
disgusted,
disgusted,
angry,
neutral,
surprised,
fearful,
neutral,
disgusted,
angry,
disgusted,
fearful,
disgusted,
angry,
neutral,
neutral,
fearful,
angry,
disgusted,
disgusted,
angry,
fearful,
neutral,
disgusted,
sad,
angry,
disgusted,
surprised,
disgusted,
disgusted,
disgusted,
fearful,
surprised,
surprised,
surprised,
fearful,
disgusted,
angry,
fearful,
disgusted,
surprised,
neutral,
fearful,
angry,
angry,
disgusted,
surprised,
angry,
fearful,
surprised,
angry,
disgusted,
fearful,
surprised,
fearful,
surprised,
disgusted,
surprised,
fearful,
angry,
angry,
angry,
angry,
angry,
neutral,
angry,
disgusted,
fearful,
neutral,
neutral,
neutral,
surprised,
angry,
disgusted,
angry,
angry,
angry,
disgusted,
disgusted,
neutral,
surprised,
disgusted,
disgusted,
angry,
fearful,
angry,
angry,
surprised,
disgusted,
disgusted,
angry,
angry,
angry,
disgusted,
fearful,
angry,
angry,
angry,
angry,
fearful,
angry,
disgusted,
surprised,
disgusted,
neutral,
disgusted,
angry,
angry,
neutral,
angry,
angry,
neutral,
fearful,
angry,
fearful,
surprised,
neutral,
fearful,
angry,
neutral,
surprised,
disgusted,
angry,
fearful,
disgusted,
disgusted,
disgusted,
angry,
fearful,
neutral,
surprised,
fearful,
disgusted,
angry,
angry,
angry,
fearful,
sad,
surprised,
neutral,
surprised,
neutral,
angry,
surprised,
surprised,
surprised,
angry,
fearful,
angry,
neutral,
neutral,
angry,
surprised,
neutral,
disgusted,
fearful,
surprised,
angry,
angry,
disgusted,
surprised,
neutral,
fearful,
disgusted,
surprised,
surprised,
fearful,
angry,
angry,
angry,
neutral,
angry,
disgusted,
angry,
disgusted,
disgusted,
neutral,
angry,
neutral,
surprised,
disgusted,
disgusted,
disgusted,
neutral,
disgusted,
fearful,
fearful,
disgusted,
fearful,
surprised,
neutral,
disgusted,
neutral,
angry,
disgusted,
angry,
angry,
neutral,
angry,
disgusted,
angry,
angry,
angry,
surprised,
surprised,
angry,
angry,
angry,
disgusted,
neutral,
disgusted,
neutral,
neutral,
fearful,
angry,
neutral,
neutral,
angry,
fearful,
angry,
angry,
neutral,
neutral,
angry,
disgusted,
disgusted,
angry,
angry,
neutral,
neutral,
disgusted,
surprised,
angry,
neutral,
angry,
disgusted,
disgusted,
surprised,
fearful,
disgusted,
angry,
sad,
neutral,
surprised,
disgusted,
angry,
neutral,
disgusted,
disgusted,
fearful,
neutral,
disgusted,
neutral,
angry,
disgusted,
surprised,
fearful,
angry,
disgusted,
angry,
angry,
angry,
neutral,
angry,
fearful,
disgusted,
neutral,
surprised,
disgusted,
disgusted,
fearful,
disgusted,
disgusted,
neutral,
neutral,
fearful,
disgusted,
disgusted,
fearful,
fearful,
disgusted,
disgusted,
fearful,
fearful,
disgusted,
angry,
angry,
angry,
fearful,
surprised,
fearful,
fearful,
disgusted,
angry,
neutral,
angry,
angry,
surprised,
fearful,
fearful,
fearful,
disgusted,
angry,
neutral,
angry,
fearful,
angry,
disgusted,
disgusted,
angry,
fearful,
disgusted,
fearful,
fearful,
angry,
angry,
neutral,
disgusted,
disgusted,
neutral,
surprised,
disgusted,
fearful,
neutral,
angry,
angry,
surprised,
surprised,
neutral,
neutral,
angry,
angry,
angry,
angry,
disgusted,
angry,
angry,
neutral,
angry,
surprised,
disgusted,
angry,
angry,
surprised,
angry,
angry,
neutral,
disgusted,
neutral,
angry,
neutral,
disgusted,
disgusted,
angry,
angry,
fearful,
disgusted,
angry,
surprised,
disgusted,
disgusted,
angry,
angry,
angry,
surprised,
fearful,
fearful,
angry,
disgusted,
disgusted,
surprised,
neutral,
disgusted,
fearful,
disgusted,
surprised,
fearful,
angry,
disgusted,
surprised,
angry,
angry,
angry,
disgusted,
angry,
neutral,
disgusted,
surprised,
fearful,
surprised,
fearful,
angry,
disgusted,
neutral,
angry,
neutral,
disgusted,
angry,
disgusted,
angry,
disgusted,
fearful,
fearful,
neutral,
neutral,
angry,
neutral,
angry,
fearful,
fearful,
disgusted,
angry,
angry,
angry,
angry,
angry,
surprised,
angry,
neutral,
angry,
angry,
fearful,
angry,
disgusted,
angry,
neutral,
disgusted,
disgusted,
angry,
disgusted,
fearful,
angry,
disgusted,
fearful,
neutral,
angry,
fearful,
angry,
neutral,
angry,
surprised,
fearful,
disgusted,
surprised,
angry,
neutral,
fearful,
disgusted,
neutral,
angry,
angry,
neutral,
angry,
angry,
disgusted,
disgusted,
neutral,
neutral,
disgusted,
disgusted,
angry,
angry,
angry,
fearful,
angry,
neutral,
angry,
disgusted,
fearful,
disgusted,
disgusted,
neutral,
angry,
disgusted,
angry,
disgusted,
angry,
disgusted,
angry,
angry,
angry,
neutral,
disgusted,
surprised,
angry,
fearful,
disgusted,
angry,
surprised,
fearful,
disgusted,
angry,
fearful,
angry,
neutral,
angry,
neutral,
angry,
neutral,
fearful,
disgusted,
fearful,
neutral,
angry,
disgusted,
disgusted,
fearful,
surprised,
angry,
fearful,
disgusted,
neutral,
angry,
fearful,
sad,
disgusted,
angry,
surprised,
fearful,
angry,
angry,
angry,
angry,
angry,
fearful,
fearful,
angry,
disgusted,
angry,
disgusted,
angry,
disgusted,
angry,
disgusted,
neutral,
neutral,
disgusted,
disgusted,
disgusted,
angry,
angry,
angry,
disgusted,
fearful,
disgusted,
fearful,
disgusted,
fearful,
neutral,
neutral,
disgusted,
disgusted,
angry,
neutral,
angry,
angry,
disgusted,
angry,
disgusted,
fearful,
disgusted,
disgusted,
disgusted,
neutral,
surprised,
disgusted,
disgusted,
neutral,
neutral,
angry,
disgusted,
neutral,
fearful,
fearful,
angry,
angry,
surprised,
neutral,
fearful,
disgusted,
angry,
disgusted,
fearful,
angry,
angry,
angry,
neutral,
disgusted,
disgusted,
fearful,
angry,
angry,
angry,
angry,
angry,
fearful,
neutral,
surprised,
disgusted,
disgusted,
angry,
angry,
disgusted,
angry,
disgusted,
surprised,
angry,
angry,
angry,
angry,
neutral,
disgusted,
surprised,
neutral,
fearful,
angry,
angry,
fearful,
angry,
surprised,
angry,
disgusted,
fearful,
disgusted,
disgusted,
angry,
angry,
disgusted,
fearful,
angry,
disgusted,
angry,
disgusted,
angry,
disgusted,
fearful,
neutral,
neutral,
angry,
angry,
angry,
angry,
disgusted,
disgusted,
fearful,
surprised,
surprised,
neutral,
fearful,
neutral,
disgusted,
disgusted,
disgusted,
surprised,
fearful,
disgusted,
neutral,
disgusted,
fearful,
fearful,
angry,
disgusted,
disgusted,
neutral,
disgusted,
angry,
angry,
surprised,
angry,
angry,
angry,
surprised,
angry,
disgusted,
angry,
disgusted,
surprised,
angry,
angry,
disgusted,
neutral,
disgusted,
surprised,
surprised,
disgusted,
disgusted,
angry,
disgusted,
disgusted,
disgusted,
angry,
disgusted,
neutral,
disgusted,
angry,
angry,
angry,
disgusted,
angry,
disgusted,
angry,
neutral,
surprised,
surprised,
angry,
sad,
neutral,
angry,
angry,
fearful,
neutral,
neutral,
surprised,
fearful,
neutral,
surprised,
disgusted,
disgusted,
surprised,
neutral,
fearful,
disgusted,
disgusted,
disgusted,
neutral,
disgusted,
neutral,
fearful,
surprised,
neutral,
angry,
disgusted,
surprised,
disgusted,
fearful,
disgusted,
fearful,
surprised,
angry,
neutral,
disgusted,
fearful,
angry,
disgusted,
disgusted,
angry,
angry,
surprised,
fearful,
angry,
fearful,
fearful,
neutral,
surprised,
disgusted,
fearful,
surprised,
neutral,
disgusted,
neutral,
fearful,
angry,
fearful,
surprised,
angry,
disgusted,
disgusted,
angry,
angry,
neutral,
disgusted,
disgusted,
angry,
angry,
angry,
disgusted,
sad,
fearful,
neutral,
neutral,
angry,
surprised,
sad,
neutral,
neutral,
disgusted,
angry,
angry,
disgusted,
neutral,
angry,
fearful,
surprised,
angry,
disgusted,
disgusted,
disgusted,
disgusted,
angry,
angry,
neutral,
fearful,
disgusted,
angry,
disgusted,
disgusted,
neutral,
disgusted,
surprised,
disgusted,
angry,
disgusted,
fearful,
neutral,
angry,
surprised,
disgusted,
angry,
disgusted,
angry,
disgusted,
fearful,
fearful,
neutral,
angry,
disgusted,
disgusted,
surprised,
angry,
angry,
fearful,
neutral,
neutral,
disgusted,
angry,
angry,
angry,
angry,
angry,
surprised,
angry,
fearful,
disgusted,
disgusted,
surprised,
disgusted,
angry,
surprised,
disgusted,
neutral,
neutral,
neutral,
angry,
neutral,
neutral,
disgusted,
angry,
disgusted,
neutral,
angry,
surprised,
disgusted,
angry,
surprised,
disgusted,
neutral,
neutral,
neutral,
disgusted,
angry,
neutral,
disgusted,
fearful,
angry,
fearful,
disgusted,
surprised,
disgusted,
angry,
neutral,
fearful,
fearful,
disgusted,
angry,
fearful,
angry,
surprised,
surprised,
disgusted,
angry,
surprised,
angry,
angry,
surprised,
angry,
disgusted,
angry,
angry,
neutral,
angry,
fearful,
neutral,
disgusted,
disgusted,
angry,
disgusted,
disgusted,
angry,
disgusted,
angry,
angry,
disgusted,
surprised,
angry,
surprised,
neutral,
angry,
angry,
angry,
angry,
angry,
fearful,
neutral,
disgusted,
disgusted,
disgusted,
neutral,
disgusted,
surprised,
fearful,
angry,
neutral,
angry,
angry,
angry,
angry,
neutral,
neutral,
angry,
angry,
angry,
fearful,
disgusted,
neutral,
neutral,
fearful,
disgusted,
angry,
angry,
surprised,
angry,
angry,
fearful,
angry,
neutral,
fearful,
surprised,
angry,
disgusted,
surprised,
neutral,
angry,
disgusted,
disgusted,
fearful,
angry,
disgusted,
angry,
disgusted,
fearful,
fearful,
angry,
disgusted,
angry,
disgusted,
neutral,
disgusted,
surprised,
surprised,
fearful,
neutral,
angry,
angry,
angry,
angry,
angry,
angry,
disgusted,
angry,
disgusted,
disgusted,
angry,
disgusted,
fearful,
fearful,
angry,
fearful,
disgusted,
fearful,
fearful,
fearful,
angry,
angry,
disgusted,
neutral,
angry,
disgusted,
surprised,
neutral,
fearful,
angry,
angry,
angry,
sad,
angry,
angry,
angry,
disgusted,
disgusted,
angry,
neutral,
disgusted,
fearful,
surprised,
disgusted,
angry,
angry,
angry,
angry,
angry,
disgusted,
angry,
surprised,
fearful,
disgusted,
angry,
fearful,
angry,
fearful,
disgusted,
disgusted,
neutral,
disgusted,
angry,
surprised,
angry,
neutral,
fearful,
angry,
disgusted,
neutral,
angry,
neutral,
angry,
disgusted,
disgusted,
angry,
surprised,
neutral,
disgusted,
angry,
disgusted,
disgusted,
fearful,
disgusted,
neutral,
angry,
angry,
angry,
angry,
neutral,
disgusted,
disgusted,
disgusted,
neutral,
surprised,
angry,
neutral,
surprised,
fearful,
disgusted,
surprised,
angry,
disgusted,
fearful,
neutral,
disgusted,
disgusted,
disgusted,
neutral,
angry,
disgusted,
neutral,
disgusted,
angry,
surprised,
neutral,
fearful,
angry,
fearful,
neutral,
neutral,
neutral,
angry,
angry,
angry,
neutral,
neutral,
angry,
angry,
fearful,
angry,
angry,
disgusted,
disgusted,
neutral,
neutral,
disgusted,
angry,
surprised,
neutral,
disgusted,
disgusted,
neutral,
fearful,
disgusted,
surprised,
disgusted,
angry,
disgusted,
disgusted,
neutral,
angry,
sad,
neutral,
angry,
neutral,
fearful,
disgusted,
disgusted,
neutral,
disgusted,
angry,
fearful,
angry,
disgusted,
angry,
angry,
fearful,
disgusted,
angry,
disgusted,
angry,
neutral,
neutral,
surprised,
angry,
neutral,
sad,
fearful,
neutral,
disgusted,
surprised,
angry,
angry,
neutral,
surprised,
fearful,
neutral,
fearful,
disgusted,
disgusted,
neutral,
surprised,
sad,
surprised,
fearful,
disgusted,
fearful,
angry,
angry,
angry,
disgusted,
angry,
disgusted,
surprised,
fearful,
angry,
angry,
angry,
surprised,
disgusted,
angry,
disgusted,
fearful,
fearful,
angry,
disgusted,
fearful,
angry,
neutral,
angry,
disgusted,
angry,
disgusted,
disgusted,
fearful,
fearful,
angry,
fearful,
angry,
fearful,
neutral,
angry,
neutral,
fearful,
surprised,
surprised,
fearful,
angry,
disgusted,
disgusted,
neutral,
fearful,
disgusted,
disgusted,
angry,
neutral,
disgusted,
angry,
disgusted,
angry,
disgusted,
surprised,
disgusted,
disgusted,
disgusted,
fearful,
neutral,
surprised,
neutral,
angry,
disgusted,
disgusted,
disgusted,
surprised,
surprised,
disgusted,
disgusted,
surprised,
neutral,
disgusted,
disgusted,
disgusted,
neutral,
fearful,
angry,
angry,
surprised,
sad,
angry,
angry,
angry,
fearful,
neutral,
fearful,
neutral,
angry,
angry,
disgusted,
surprised,
angry,
disgusted,
disgusted,
angry,
angry,
angry,
angry,
neutral,
fearful,
surprised,
surprised,
disgusted,
neutral,
neutral,
angry,
disgusted,
angry,
fearful,
angry,
angry,
angry,
surprised,
disgusted,
angry,
sad,
disgusted,
disgusted,
disgusted,
surprised,
angry,
angry,
surprised,
neutral,
fearful,
disgusted,
surprised,
disgusted,
disgusted,
disgusted,
angry,
surprised,
neutral,
angry,
neutral,
angry,
disgusted,
angry,
neutral,
neutral,
surprised,
angry,
neutral,
neutral,
angry,
disgusted,
sad,
angry,
disgusted,
neutral,
angry,
neutral,
sad,
fearful,
disgusted,
fearful,
angry,
disgusted,
sad,
fearful,
neutral,
surprised,
disgusted,
disgusted,
angry,
fearful,
angry,
angry,
angry,
angry,
angry,
angry,
angry,
fearful,
neutral,
surprised,
sad,
angry,
angry,
neutral,
angry,
surprised,
disgusted,
angry,
disgusted,
fearful,
fearful,
angry,
neutral,
angry,
neutral,
neutral,
angry,
angry,
surprised,
disgusted,
angry,
neutral,
neutral,
fearful,
neutral,
angry,
angry,
angry,
disgusted,
disgusted,
angry,
disgusted,
neutral,
angry,
disgusted,
angry,
neutral,
neutral,
disgusted,
disgusted,
neutral,
fearful,
angry,
angry,
disgusted,
angry,
angry,
disgusted,
angry,
angry,
disgusted,
angry,
disgusted,
angry,
disgusted,
neutral,
fearful,
fearful,
disgusted,
neutral,
fearful,
disgusted,
angry,
disgusted,
neutral,
fearful,
fearful,
neutral,
disgusted,
neutral,
neutral,
disgusted,
surprised,
surprised,
neutral,
angry,
sad,
fearful,
angry,
disgusted,
sad,
fearful,
disgusted,
disgusted,
surprised,
angry,
angry,
disgusted,
disgusted,
surprised,
angry,
neutral,
angry,
angry,
neutral,
angry,
disgusted,
surprised,
surprised,
disgusted,
fearful,
surprised,
disgusted,
angry,
neutral,
neutral,
neutral,
angry,
angry,
disgusted,
neutral,
neutral,
disgusted,
disgusted,
angry,
angry,
disgusted,
angry,
surprised,
angry,
neutral,
disgusted,
neutral,
angry,
neutral,
disgusted,
disgusted,
disgusted,
fearful,
neutral,
angry,
disgusted,
neutral,
neutral,
disgusted,
neutral,
fearful,
disgusted,
angry,
fearful,
disgusted,
surprised,
angry,
surprised,
angry,
angry,
disgusted,
surprised,
disgusted,
surprised,
disgusted,
disgusted,
neutral,
neutral,
surprised,
neutral,
disgusted,
fearful,
disgusted,
neutral,
sad,
disgusted,
neutral,
neutral,
fearful,
disgusted,
angry,
surprised,
fearful,
disgusted,
angry,
disgusted,
surprised,
angry,
disgusted,
surprised,
neutral,
neutral,
angry,
angry,
angry,
disgusted,
disgusted,
fearful,
surprised,
angry,
angry,
surprised,
neutral,
surprised,
disgusted,
disgusted,
disgusted,
fearful,
disgusted,
neutral,
angry,
neutral,
neutral,
sad,
angry,
disgusted,
angry,
neutral,
surprised,
neutral,
fearful,
fearful,
disgusted,
disgusted,
surprised,
neutral,
disgusted,
angry,
neutral,
angry,
angry,
disgusted,
disgusted,
angry,
angry,
sad,
angry,
disgusted,
fearful,
angry,
neutral,
fearful,
disgusted,
disgusted,
disgusted,
fearful,
neutral,
surprised,
angry,
disgusted,
disgusted,
neutral,
angry,
angry,
angry,
angry,
angry,
disgusted,
angry,
angry,
surprised,
surprised,
disgusted,
angry,
disgusted,
disgusted,
fearful,
surprised,
disgusted,
neutral,
disgusted,
fearful,
neutral,
neutral,
disgusted,
surprised,
fearful,
fearful,
disgusted,
disgusted,
angry,
angry,
fearful,
angry,
surprised,
neutral,
sad,
angry,
neutral,
neutral,
disgusted,
angry,
fearful,
angry,
disgusted,
surprised,
surprised,
disgusted,
neutral,
fearful,
fearful,
neutral,
neutral,
disgusted,
fearful,
disgusted,
fearful,
angry,
disgusted,
disgusted,
disgusted,
disgusted,
disgusted,
angry,
disgusted,
fearful,
angry,
angry,
fearful,
disgusted,
sad,
disgusted,
surprised,
disgusted,
surprised,
disgusted,
neutral,
surprised,
surprised,
surprised,
fearful,
surprised,
angry,
neutral,
disgusted,
angry,
neutral,
neutral,
disgusted,
neutral,
neutral,
neutral,
angry,
neutral,
neutral,
surprised,
surprised,
neutral,
disgusted,
angry,
surprised,
angry,
disgusted,
angry,
angry,
angry,
angry,
neutral,
angry,
disgusted,
disgusted,
disgusted,
neutral,
surprised,
disgusted,
fearful,
angry,
neutral,
neutral,
angry,
disgusted,
fearful,
neutral,
disgusted,
fearful,
angry,
angry,
fearful,
fearful,
disgusted,
angry,
neutral,
neutral,
angry,
disgusted,
angry,
angry,
neutral,
surprised,
surprised,
disgusted,
disgusted,
surprised,
angry,
surprised,
fearful,
disgusted,
fearful,
fearful,
disgusted,
angry,
disgusted,
disgusted,
neutral,
disgusted,
angry,
neutral,
surprised,
sad,
disgusted,
angry,
disgusted,
disgusted,
angry,
surprised,
angry,
angry,
neutral,
disgusted,
neutral,
angry,
disgusted,
disgusted,
disgusted,
surprised,
disgusted,
disgusted,
surprised,
fearful,
neutral,
disgusted,
angry,
fearful,
neutral,
neutral,
disgusted,
disgusted,
fearful,
fearful,
surprised,
neutral,
disgusted,
angry,
angry,
neutral,
surprised,
disgusted,
angry,
fearful,
angry,
disgusted,
disgusted,
fearful,
disgusted,
disgusted,
neutral,
angry,
neutral,
disgusted,
disgusted,
fearful,
neutral,
disgusted,
angry,
fearful,
fearful,
disgusted,
fearful,
disgusted,
disgusted,
angry,
angry,
neutral,
angry,
disgusted,
neutral,
surprised,
angry,
fearful,
disgusted,
angry,
angry,
neutral,
surprised,
angry,
surprised,
angry,
angry,
fearful,
fearful,
disgusted,
angry,
disgusted,
surprised,
surprised,
angry,
angry,
disgusted,
disgusted,
surprised,
angry,
disgusted,
fearful,
angry,
angry,
angry,
angry,
angry,
sad,
angry,
angry,
angry,
surprised,
disgusted,
angry,
fearful,
angry,
disgusted,
sad,
neutral,
fearful,
neutral,
angry,
fearful,
disgusted,
angry,
fearful,
neutral,
neutral,
disgusted,
angry,
angry,
angry,
surprised,
angry,
disgusted,
angry,
disgusted,
disgusted,
neutral,
neutral,
fearful,
